Word	Conc.M	SUBTLEX
art school	4.4400000000000004	0
ash wednesday	2.77	0
assembly line	4.55	0
at bay	2.2999999999999998	0
at large	1.93	0
at odds	1.89	0
atom bomb	4.53	0
atomic clock	3.71	0
atomic energy	2.79	0
auction house	4.6900000000000004	0
auction off	3	0
automatic pistol	4.79	0
baby buggy	4.5999999999999996	0
baby carriage	4.8899999999999997	0
baby oil	4.7	0
baby powder	4.79	0
baby sitter	4.2	0
baby talk	3.59	0
back burner	3.48	0
back door	4.5199999999999996	0
back down	2.82	0
back end	3.85	0
back off	3.18	0
back out	3.38	0
back seat	4.8899999999999997	0
bad guy	3.34	0
bad luck	2.04	0
bad manners	2.44	0
bad temper	3.14	0
baking powder	4.76	0
baking sheet	4.96	0
baking soda	5	0
baking tray	4.97	0
balance beam	4.66	0
balance sheet	4.3099999999999996	0
ball game	4.3	0
ball park	4.8499999999999996	0
ballot box	4.57	0
ballpoint pen	4.8499999999999996	0
banana peel	4.8600000000000003	0
banana republic	3.86	0
banana split	4.88	0
bank account	4.3	0
bank building	4.67	0
bank card	4.8099999999999996	0
bank holiday	3.86	0
bank loan	4.4400000000000004	0
bank manager	4.59	0
bank robber	4.79	0
bank statement	4.2699999999999996	0
bank vault	4.93	0
bar chart	4.3600000000000003	0
bar code	4.76	0
bar graph	4.3	0
barbecue pit	4.93	0
barbed wire	4.72	0
barge in	3	0
baseball bat	5	0
baseball cap	4.96	0
baseball game	4.8899999999999997	0
baseball glove	4.8899999999999997	0
baseball player	4.8	0
basketball court	4.8899999999999997	0
basketball hoop	4.97	0
basketball player	4.75	0
basketball team	4.4000000000000004	0
bass guitar	4.83	0
bath mat	4.67	0
bath towel	5	0
bathing suit	4.8600000000000003	0
battering ram	4.75	0
battery charger	4.93	0
battle cry	4.07	0
battle flag	4.34	0
battle plan	3.72	0
bay leaf	4.88	0
bay window	4.93	0
beach ball	5	0
beach chair	4.6900000000000004	0
beauty queen	4.17	0
beauty salon	4.53	0
beauty shop	4.63	0
bed linen	4.8099999999999996	0
bed sheet	5	0
bee sting	4.7699999999999996	0
beef up	2.84	0
beer belly	4.3899999999999997	0
beer bottle	4.8600000000000003	0
beer can	4.93	0
bell pepper	4.97	0
bell tower	4.75	0
belly dancer	4.68	0
belly dancing	4.0999999999999996	0
belong to	2.54	0
belt buckle	4.92	0
best friend	3.93	0
best man	4.07	0
best seller	3.61	0
best selling	2.57	0
better off	1.67	0
bicycle race	4.3	0
big bang	2.52	0
big brother	4.41	0
big bucks	2.82	0
big business	2.72	0
big deal	2.21	0
big dipper	4.68	0
big money	3.15	0
big shot	2.9	0
big spender	3.31	0
big toe	5	0
big wheel	4.4800000000000004	0
bikini line	4.54	0
binge drinking	3.32	0
biological clock	2.0699999999999998	0
birds-eye view	3.65	0
birth certificate	5	0
birth control	4.1900000000000004	0
birthday cake	4.93	0
birthday card	4.78	0
birthday party	4.76	0
black box	4.8099999999999996	0
black eye	4.72	0
black hole	3.64	0
black locust	4.93	0
black magic	2.38	0
black market	2.72	0
black out	3.11	0
black pudding	4.76	0
black sheep	3.96	0
black tie	4.72	0
black widow	4.68	0
black-eyed pea	4.7300000000000004	0
blank check	4.5	0
blast off	3.13	0
blend in	2.67	0
blind date	3.23	0
blind spot	3.77	0
block diagram	4.1500000000000004	0
block off	3.56	0
blood bank	4.5199999999999996	0
blood cell	4.57	0
blood clot	4.4000000000000004	0
blood group	2.96	0
blood plasma	4.07	0
blood poisoning	3.55	0
blood pressure	3.33	0
blood relative	3.62	0
blood sport	3.5	0
blood sugar	3	0
blood test	4.24	0
blood transfusion	4.46	0
blood vessel	4.76	0
bloody mary	4.66	0
blot out	4.3099999999999996	0
blow dryer	4.79	0
blow out	3.43	0
blow up	3.72	0
blue cheese	4.71	0
blue chip	3.59	0
blue collar	2.78	0
blue jeans	4.97	0
blurt out	3	0
boa constrictor	4.7699999999999996	0
board game	4.6100000000000003	0
board meeting	4.2300000000000004	0
board member	4.34	0
board up	3.55	0
boarding house	4.5199999999999996	0
boarding school	4.58	0
body armor	4.83	0
body building	4.21	0
body language	3.69	0
body lotion	4.9000000000000004	0
body odor	4.4400000000000004	0
body part	4.47	0
body stocking	4.68	0
body weight	3.76	0
bogged down	2.7	0
boil down	3.08	0
boiled egg	4.96	0
boiling point	4.21	0
bok choy	4.93	0
bolo tie	4.24	0
bomb shelter	5	0
bone marrow	4.43	0
booby trap	4.26	0
book bag	4.8600000000000003	0
book fair	4.33	0
book review	3.6	0
booster seat	4.8099999999999996	0
boot camp	4.0999999999999996	0
border patrol	4.5	0
bottle opener	4.96	0
bottom line	2.37	0
bottom up	3.07	0
bouillon cube	4.5199999999999996	0
bounce back	2.67	0
bow out	3.19	0
bow tie	4.8600000000000003	0
bowel movement	4.2300000000000004	0
bowler hat	4.8	0
bowling ball	5	0
box office	4.46	0
boxer shorts	4.9000000000000004	0
boxing gloves	4.97	0
boxing match	4.4800000000000004	0
boxing ring	4.63	0
boy scout	4.32	0
brain drain	2	0
brain scan	4.8099999999999996	0
brain teaser	3.52	0
brake light	4.92	0
brake pedal	4.6900000000000004	0
branch out	2.77	0
brand new	3.17	0
brass band	4.67	0
brass knuckles	4.5199999999999996	0
break apart	3.97	0
break down	3.28	0
break even	1.93	0
break in	3.41	0
break out	3	0
break through	2.44	0
break up	3.11	0
breaking point	2.04	0
breast cancer	4.28	0
breast implant	4.7	0
breath test	4.0999999999999996	0
breeze through	2.52	0
bring back	3.19	0
bring forth	2.44	0
bring in	2.57	0
bring up	2.73	0
bristle brush	4.74	0
broom handle	4.96	0
brush aside	3	0
brush off	3.04	0
brush up	2.5499999999999998	0
brussels sprouts	5	0
bubble bath	4.68	0
bubble gum	4.9000000000000004	0
bubble wrap	4.97	0
bucket seat	4.59	0
buckle down	2.39	0
budget cut	2.74	0
building site	4.71	0
bulgur wheat	4.7	0
bullet hole	4.7	0
bulletin board	4.93	0
bulletproof vest	4.9000000000000004	0
bundle up	3.38	0
bungee jumping	4.5199999999999996	0
burglar alarm	4.4800000000000004	0
burn out	2.65	0
bus driver	4.8600000000000003	0
bus fare	4.5	0
bus lane	4.5999999999999996	0
bus service	3.64	0
bus shelter	4.93	0
bus station	4.8600000000000003	0
bus stop	4.92	0
bus ticket	4.97	0
business card	5	0
business plan	3.64	0
butcher knife	4.8099999999999996	0
butcher shop	4.79	0
butternut squash	4.78	0
buy off	3.11	0
buzz saw	4.92	0
by chance	1.34	0
by far	1.9	0
cable car	4.92	0
cable television	4.3099999999999996	0
caesar salad	4.96	0
caesarean section	3.73	0
cake mix	4.8899999999999997	0
cake pan	4.71	0
call center	4.41	0
call for	2.74	0
call girl	4.04	0
call off	2.74	0
call upon	2.44	0
calm down	2.3199999999999998	0
camera lens	4.97	0
camp out	3.93	0
can opener	4.93	0
candid camera	3.7	0
candle flame	4.83	0
candy bar	4.96	0
candy cane	4.97	0
candy store	4.92	0
cannon fire	4.57	0
cannon fodder	3.57	0
capital punishment	2.72	0
car alarm	4.59	0
car battery	4.71	0
car bomb	4.6900000000000004	0
car company	4.62	0
car dealer	4.72	0
car door	4.6900000000000004	0
car horn	4.83	0
car insurance	3.7	0
car mechanic	4.93	0
car park	4.04	0
car pool	3.61	0
car seat	4.93	0
car wash	4.75	0
carbon copy	4.37	0
carbon dioxide	3.97	0
carbon paper	4.79	0
card game	4.33	0
cardiac arrest	4.2	0
cardinal sin	2.41	0
career coach	3.56	0
cargo area	4.21	0
cargo ship	4.8600000000000003	0
carriage house	4.8499999999999996	0
carry away	3.7	0
carry on	3.22	0
carry out	3.67	0
cartoon strip	4.67	0
carve up	3.22	0
case load	2.64	0
case study	3.39	0
cash cow	2.41	0
cash flow	2.59	0
cash in	2.61	0
cash machine	4.78	0
cash register	4.97	0
cassette player	5	0
cast around	2.42	0
cast aside	2.52	0
cast away	2.86	0
cast down	2.96	0
cast out	3.25	0
cat burglar	4	0
catch fire	4.33	0
catch on	2.78	0
catch phrase	2.3199999999999998	0
catch up	2.86	0
cattle ranch	4.67	0
cave in	3.9	0
cd player	4.8600000000000003	0
cease fire	2.2599999999999998	0
celery salt	4.79	0
cell membrane	4.53	0
cell phone	4.76	0
cement mixer	5	0
center field	4.2300000000000004	0
center fielder	4.4800000000000004	0
center stage	4	0
central heating	4.3	0
cereal bowl	4.71	0
cereal box	4.96	0
cesarean section	4.32	0
cha cha	4.26	0
chain gang	4.55	0
chain letter	4.62	0
chain reaction	3.43	0
chain saw	5	0
chair lift	4.68	0
chamber music	3.96	0
chamber orchestra	4.6399999999999997	0
chamber pot	4.7699999999999996	0
chance on	1.38	0
change hands	3.24	0
chat room	3.56	0
chat up	2.62	0
check in	2.76	0
check mark	4.8099999999999996	0
check out	2.85	0
checkered flag	4.8600000000000003	0
cheer up	2.2999999999999998	0
chess game	4.57	0
chess match	4.0999999999999996	0
chess piece	4.93	0
chess player	4.38	0
chess set	4.8600000000000003	0
chewing gum	4.8	0
chicken breast	5	0
chicken leg	4.82	0
chicken out	2.1800000000000002	0
chicken pox	4.79	0
chicken run	4.07	0
chicken wire	4.8099999999999996	0
child abuse	3.34	0
child care	3.16	0
child prodigy	3.29	0
child support	3.96	0
chili pepper	4.83	0
chill out	2.04	0
chime in	2.59	0
chimney sweep	4.38	0
chip at	3.52	0
chip in	2.89	0
chip off	3	0
chocolate bar	5	0
chocolate cake	5	0
chocolate milk	4.97	0
chocolate mousse	4.8099999999999996	0
chop off	4	0
chop shop	4.5599999999999996	0
chopping block	4.04	0
christmas card	4.8600000000000003	0
christmas day	3.5	0
christmas gift	4.3600000000000003	0
christmas tree	4.9000000000000004	0
church bell	4.88	0
church service	3.96	0
churn out	3	0
cigar box	4.8099999999999996	0
cigarette butt	5	0
cigarette case	4.8899999999999997	0
cigarette holder	4.63	0
cigarette lighter	4.8899999999999997	0
citrus fruit	4.6500000000000004	0
city council	4.24	0
city hall	4.76	0
civil action	2.58	0
civil engineer	4.34	0
civil engineering	2.89	0
civil servant	4.1399999999999997	0
civil service	3.15	0
civil suit	2.54	0
civil war	3.8	0
clamp down	3.83	0
class struggle	2.57	0
clean up	3.1	0
cleaning lady	4.57	0
clear out	3.12	0
cleft lip	4.62	0
cleft palate	4.5199999999999996	0
climate change	2.96	0
climb down	3.81	0
climb up	3.73	0
cling to	3.69	0
clip art	3.96	0
clock radio	4.9000000000000004	0
clock tower	4.7300000000000004	0
clog up	3.44	0
close call	2.63	0
close off	3.81	0
clothing store	4.96	0
coal mine	4.83	0
coal miner	4.7300000000000004	0
coat hanger	4.93	0
coat rack	4.76	0
cocker spaniel	4.8600000000000003	0
cocktail party	4.46	0
cocktail shaker	4.9000000000000004	0
coffee bean	4.97	0
coffee break	3.86	0
coffee can	4.84	0
coffee cup	5	0
coffee filter	4.93	0
coffee machine	5	0
coffee mug	4.8899999999999997	0
coffee pot	4.93	0
coffee shop	4.83	0
coffee table	4.8899999999999997	0
cold blooded	2.33	0
cold feet	3.52	0
cold snap	3.22	0
cold sore	4.8600000000000003	0
cold spell	3.04	0
cold sweat	4.13	0
cold turkey	2.7	0
collection box	4.7	0
college student	4.67	0
color wheel	4.66	0
combat zone	4.04	0
combination lock	4.93	0
come across	2.48	0
come along	2.7	0
come close	2.97	0
come down	2.37	0
come forth	2.31	0
come forward	3.33	0
come over	3	0
come together	2.93	0
comfort food	4.07	0
comfort zone	2.0699999999999998	0
comic book	4.96	0
comic strip	4.8	0
common cold	3.89	0
common denominator	3.04	0
common good	1.92	0
common ground	2.27	0
common law	2.16	0
common people	3.3	0
common sense	1.83	0
community center	4.55	0
community service	2.63	0
compost heap	4.78	0
computer game	4.59	0
computer mouse	5	0
computer program	4.1500000000000004	0
computer programmer	3.9	0
computer screen	4.83	0
computer store	4.83	0
computer system	4.63	0
computer virus	3.81	0
concert hall	4.75	0
conference call	3.57	0
contact lens	4.93	0
control freak	2.66	0
control panel	4.41	0
control tower	4.55	0
convenience store	4.8899999999999997	0
conveyor belt	4.9000000000000004	0
cook up	3.37	0
cookie cutter	4.57	0
cookie jar	4.8600000000000003	0
cookie sheet	4.97	0
cooking oil	4.9000000000000004	0
cool down	2.63	0
cool off	2.8	0
cope with	2.54	0
coral reef	4.68	0
coral snake	5	0
cordon bleu	4.3600000000000003	0
corn field	4.87	0
corned beef	4.74	0
corner shop	4.4800000000000004	0
corporal punishment	3.46	0
cost effective	2.2799999999999998	0
cost efficient	2.19	0
cotton candy	4.88	0
cotton cloth	4.66	0
cotton wool	4.92	0
couch potato	3.31	0
cough up	4.13	0
council member	4.71	0
count down	3.37	0
count on	2.21	0
country music	3.86	0
court order	3.56	0
cover girl	4.28	0
cover letter	4.79	0
cover story	3.28	0
cover up	3.32	0
cowboy hat	4.93	0
cozy up	2.96	0
crank out	2.48	0
crank up	3.43	0
crash course	2.96	0
crash helmet	4.5	0
cream cheese	5	0
credit bureau	3.69	0
credit card	4.8600000000000003	0
credit line	3.1	0
creme brulee	4.8899999999999997	0
creme caramel	4.79	0
crepe paper	4.6399999999999997	0
crew cut	4.3899999999999997	0
crib death	3.82	0
crime rate	2.59	0
crime wave	2.39	0
criminal record	3.97	0
crocodile tears	3.12	0
cross country	3.63	0
crossing over	2.93	0
crown jewel	4.5	0
cruise control	3.77	0
cruise missile	4.8	0
cruise ship	4.8600000000000003	0
crystal ball	4.7300000000000004	0
crystal clear	3.21	0
cuckoo clock	4.8600000000000003	0
culture shock	2.12	0
curl up	3.81	0
curling iron	4.8499999999999996	0
current account	2.96	0
curry powder	4.63	0
curve ball	3.71	0
cut back	2.48	0
cut down	3.44	0
cut glass	4.87	0
cut in	3	0
cut into	4.29	0
cut off	3.39	0
cut short	3.12	0
cut through	3.66	0
cut up	3.4	0
cutting board	4.71	0
cutting edge	2.44	0
dairy farm	4.8600000000000003	0
daisy chain	4.1399999999999997	0
dance floor	4.8499999999999996	0
dance hall	4.72	0
dance music	3.88	0
dark ages	2.33	0
dark glasses	4.72	0
dark horse	3.14	0
dark matter	3.19	0
dart board	4.71	0
dash off	3.26	0
data file	4.8499999999999996	0
data mining	3.32	0
day care	4.55	0
day off	3.19	0
day shift	2.61	0
dead air	1.9	0
dead end	4.2	0
dead on	2.2799999999999998	0
dead weight	2.97	0
dead wood	4.1900000000000004	0
death camp	4.1100000000000003	0
death penalty	3.4	0
death rate	2.67	0
death row	4.22	0
death sentence	3.21	0
death squad	3.59	0
death toll	2.71	0
death trap	3.46	0
death warrant	3.14	0
debit card	4.96	0
decimal point	4.24	0
deck chair	4.8600000000000003	0
deep down	2.5	0
deep freeze	3.93	0
deep space	3.36	0
deep water	4.4800000000000004	0
defense attorney	4.5	0
defense team	3.6	0
delivery boy	4.8600000000000003	0
dental care	3.77	0
dental floss	4.82	0
department store	4.71	0
deposit box	4.66	0
desk clerk	4.63	0
desk officer	4.3600000000000003	0
desktop publishing	3.31	0
dial tone	4.41	0
die hard	2.37	0
die out	2.2200000000000002	0
dig up	4.1100000000000003	0
digital watch	4.96	0
dill pickle	5	0
dining hall	4.46	0
dining room	4.78	0
dinner party	3.89	0
dinner plate	4.9000000000000004	0
dinner table	4.74	0
dirt bike	5	0
dirty trick	2.7	0
disaster area	4.41	0
disc jockey	4.5	0
discount rate	3.33	0
discount store	4.74	0
dish towel	4.93	0
dishwashing liquid	4.75	0
disk drive	4.76	0
dispense with	2.64	0
distress signal	4.25	0
district attorney	4.04	0
diving board	4.8	0
do good	2.14	0
do well	2.34	0
dog collar	4.93	0
dog days	1.68	0
dog food	4.88	0
dog show	4.42	0
dollar sign	4.59	0
domestic violence	3.86	0
dorm room	4.6900000000000004	0
dotted line	4.55	0
double bass	4.04	0
double bed	4.67	0
double chin	4.79	0
double date	3.6	0
double door	4.87	0
double dutch	3.77	0
double entendre	2.0699999999999998	0
double glazing	4.07	0
double play	3.15	0
double standard	1.72	0
double take	3.58	0
down payment	3.66	0
doze off	3.79	0
drag down	2.86	0
drag queen	4.68	0
drainage ditch	4.8	0
draw up	3.09	0
drawing board	4.24	0
dream up	1.75	0
dress code	3.35	0
dress rehearsal	3.7	0
dress shop	4.83	0
dress up	3.55	0
dressing room	4.76	0
dried fruit	4.88	0
dried up	3.24	0
drift apart	2.59	0
drift away	3.25	0
drift off	2.68	0
drinking age	3.38	0
drinking glass	4.96	0
drinking water	4.67	0
driving force	1.96	0
driving school	4.1100000000000003	0
drop by	2.76	0
drop dead	3.04	0
drop in	2.54	0
drop out	3.27	0
drop-down menu	4.4400000000000004	0
drug abuse	2.83	0
drug dealer	4.4800000000000004	0
drug traffic	3.5	0
drum kit	4.9000000000000004	0
drum roll	4.46	0
dry cleaner	4.54	0
dry cleaners	4.75	0
dry cleaning	4.1399999999999997	0
dry mouth	4.32	0
dry run	2.68	0
duct tape	4.96	0
duffel bag	4.79	0
dust bowl	4.13	0
dust cloud	4.59	0
dutch oven	4.59	0
duty free	2.42	0
ear canal	4.7699999999999996	0
ear lobe	4.68	0
early on	2.1	0
easter bunny	4.28	0
easter egg	4.8499999999999996	0
easy chair	4.93	0
eat out	3.58	0
economic crisis	2.48	0
economic growth	2.62	0
edge in	2.21	0
egg roll	4.97	0
egg white	4.83	0
el nino	4	0
elastic band	4.8899999999999997	0
electric chair	4.8899999999999997	0
electric charge	3.45	0
electric current	3.89	0
electric power	3.93	0
electric razor	4.92	0
electric shock	4.2699999999999996	0
electrical engineer	4.29	0
electrical power	3.74	0
electrical shock	4.2	0
electronic device	4.7	0
elevator shaft	4.76	0
emergency exit	4.8600000000000003	0
emergency room	4.84	0
en route	2.5	0
end game	2.31	0
end product	3.18	0
engagement ring	4.93	0
engine failure	3.69	0
equal opportunity	1.97	0
estate agent	4.04	0
estate car	4.54	0
even out	3.24	0
evening dress	5	0
evening gown	4.8099999999999996	0
evil eye	2.89	0
exchange rate	3.38	0
exclamation mark	4.26	0
executive director	3.82	0
exhaust pipe	4.5199999999999996	0
exhibition hall	4.54	0
exit poll	2.93	0
eye contact	3.55	0
eye drops	5	0
eye opener	1.77	0
eye patch	4.72	0
eye socket	4.7	0
eye strain	3.28	0
eyebrow pencil	4.8899999999999997	0
face lift	4.07	0
face mask	4.59	0
face off	3	0
face powder	4.5199999999999996	0
face up	3.59	0
face value	2.44	0
factor in	2.0699999999999998	0
factory worker	4.33	0
fade away	2.59	0
fade out	3.07	0
fair chance	2.04	0
fair deal	2.17	0
fair game	2.41	0
fair use	1.96	0
fair weather	3.1	0
fairy tale	2.96	0
fall apart	2.7	0
fall asleep	4.1500000000000004	0
fall back	3.07	0
fall flat	3.58	0
fall out	2.71	0
falling star	4.47	0
false teeth	4.87	0
family business	3.39	0
family circle	2.96	0
family name	3.04	0
family planning	2.4	0
family room	4.8600000000000003	0
family tree	3.73	0
fan mail	4.08	0
fancy dress	4.1900000000000004	0
far cry	1.76	0
farm out	2.5	0
farm worker	4.7699999999999996	0
fashion designer	4.18	0
fashion industry	3.28	0
fashion model	4.67	0
fast food	4.3899999999999997	0
fast lane	3.7	0
fast paced	3.36	0
fast track	1.74	0
fat cat	3.85	0
father christmas	3.63	0
fatty acid	3.79	0
fault line	3.96	0
feather duster	4.88	0
federal agency	4.07	0
federal reserve	3.57	0
felt-tip pen	4.8499999999999996	0
fence line	4.3600000000000003	0
ferris wheel	4.83	0
field day	3.33	0
field glasses	4.7300000000000004	0
field hospital	4.32	0
field marshal	4.5199999999999996	0
field trial	2.83	0
field work	3.23	0
fig leaf	4.3600000000000003	0
fight back	3.33	0
fight off	3.16	0
figure out	1.93	0
figure skating	4.1900000000000004	0
file cabinet	4.8499999999999996	0
file folder	4.6900000000000004	0
file name	3.93	0
filing cabinet	4.8600000000000003	0
fill in	3.14	0
fill out	3.41	0
film clip	4.4800000000000004	0
film director	4.5	0
film maker	4.07	0
film star	4.41	0
financial support	2.93	0
fine arts	3.45	0
fine print	4	0
finger painting	4.72	0
finger pointing	3.63	0
finish off	2.59	0
finishing touch	2.71	0
fire alarm	4.6399999999999997	0
fire brigade	4.28	0
fire department	4.67	0
fire door	4.5199999999999996	0
fire drill	4	0
fire engine	4.87	0
fire escape	4.6399999999999997	0
fire exit	4.7	0
fire hose	4.87	0
fire hydrant	4.8499999999999996	0
fire pit	4.96	0
fire station	4.8499999999999996	0
fire truck	4.9000000000000004	0
fire up	3.25	0
firing line	3.85	0
firing pin	4.54	0
firing range	4.6500000000000004	0
firing squad	4.83	0
firm up	2.85	0
first aid	3.71	0
first class	3.07	0
first floor	4.71	0
first lady	4.63	0
first name	3.14	0
first-aid kit	4.96	0
fish bowl	4.9000000000000004	0
fish farm	4.82	0
fish meal	4.5199999999999996	0
fish oil	4.71	0
fish tank	4.93	0
fishing boat	5	0
fishing gear	4.83	0
fishing license	4.6399999999999997	0
fishing line	4.8600000000000003	0
fishing net	4.5199999999999996	0
fishing pole	4.96	0
fishing rod	4.83	0
fishnet stockings	4.93	0
fit in	2.17	0
fitting room	4.83	0
flash back	2.29	0
flash flood	4.08	0
flash point	2.96	0
flat feet	4.5599999999999996	0
flatten out	4.3899999999999997	0
flea market	4.62	0
flesh out	2.25	0
flight attendant	4.8899999999999997	0
flight control	2.85	0
flight simulator	4.5999999999999996	0
flip flops	4.9400000000000004	0
flip side	3.25	0
floor plan	4.5	0
flow chart	4.25	0
flower arrangement	4.59	0
flower bed	4.8899999999999997	0
flower garden	4.97	0
flute player	4.8	0
fly rod	4.68	0
flying carpet	4.1500000000000004	0
flying fish	4.7300000000000004	0
flying saucer	4.79	0
foam rubber	4.62	0
focus group	3.28	0
folding chair	4.66	0
folic acid	4.12	0
folk music	3.68	0
folk song	3.97	0
follow suit	2.15	0
food additive	3.84	0
food allergy	3.46	0
food poisoning	3.44	0
food processor	4.8899999999999997	0
fool around	2.54	0
foot pedal	4.87	0
football coach	4.7	0
football field	4.8600000000000003	0
football game	4.59	0
football helmet	5	0
football league	4.28	0
football player	4.7	0
football stadium	4.93	0
football team	4.72	0
for instance	1.93	0
for sale	3.44	0
for short	2.2000000000000002	0
force field	3.61	0
foreign office	4.32	0
fortune teller	4.1500000000000004	0
foster care	3.56	0
foster child	4.0999999999999996	0
foster family	4.03	0
foster home	4.4800000000000004	0
foster mother	4.26	0
foster parent	4.04	0
foul play	2.52	0
fountain pen	4.93	0
freak out	3.22	0
free kick	3.38	0
free lunch	3.33	0
free range	2.5499999999999998	0
free rein	1.37	0
free time	2.19	0
free trade	2.71	0
free will	1.56	0
freezer compartment	4.68	0
freight car	4.8899999999999997	0
freight train	4.8099999999999996	0
french bread	4.8899999999999997	0
french fries	4.87	0
french horn	5	0
french kiss	4.13	0
french toast	4.8600000000000003	0
french windows	4.63	0
fresh food	4.5199999999999996	0
fringe benefit	2.33	0
from scratch	2.41	0
front end	4.26	0
front entrance	4.1100000000000003	0
front line	3.7	0
front porch	4.96	0
front runner	3.93	0
front yard	4.62	0
frozen food	4.62	0
fruit cocktail	4.93	0
fruit fly	4.7699999999999996	0
fruit juice	5	0
fruit punch	4.82	0
fruit salad	4.97	0
frying pan	4.7699999999999996	0
fuck off	2.35	0
fucked up	2.1800000000000002	0
fuel cell	4.32	0
full house	3.75	0
full moon	5	0
full stop	3.44	0
full term	2.66	0
full time	2.93	0
funeral home	4.79	0
fur coat	4.83	0
gag order	3.11	0
gap year	2.82	0
garage sale	4.5599999999999996	0
garbage can	4.96	0
garbage dump	4.6900000000000004	0
garbage man	4.6100000000000003	0
garbage truck	4.92	0
garden hose	4.79	0
garden party	3.9	0
garlic butter	4.93	0
garter belt	4.83	0
garter snake	4.92	0
gas mask	4.97	0
gas pedal	4.6500000000000004	0
gas station	4.79	0
gas tank	4.9000000000000004	0
gasoline station	4.96	0
gear up	2.93	0
geiger counter	4.62	0
general assembly	3.46	0
general manager	4.43	0
general store	4.6399999999999997	0
get along	2.67	0
get away	2.57	0
get behind	3.15	0
get down	2.87	0
get through	2.54	0
get together	3.14	0
ghost town	4.21	0
ghost writer	4.2	0
gift shop	4.9000000000000004	0
gift wrap	4.79	0
ginger ale	4.8899999999999997	0
gingerbread man	4.9000000000000004	0
give away	3.67	0
give birth	4	0
give in	1.72	0
give up	2.59	0
glance over	3.27	0
glass ceiling	3.14	0
glass eye	4.79	0
glaze over	3.46	0
global warming	3.1	0
gloss over	2.4300000000000002	0
glove compartment	4.7699999999999996	0
gnaw at	3.9	0
go after	2.5	0
go down	3.5	0
go for	1.81	0
go off	2.04	0
go over	2.08	0
goat cheese	4.87	0
gold mine	4.3099999999999996	0
gold rush	3.5	0
gold standard	2.19	0
golden anniversary	2.7	0
golden retriever	5	0
golf cart	4.8099999999999996	0
golf club	4.97	0
golf course	4.8099999999999996	0
good example	2.7	0
good fortune	1.96	0
good guy	3.04	0
good health	2.8	0
good humor	2.38	0
good looking	2.89	0
good looks	3.29	0
good manners	2.48	0
good natured	1.55	0
good will	2.15	0
goose bumps	4.66	0
governing board	3.82	0
graduate school	3.77	0
grammar school	4.4400000000000004	0
grand jury	4.26	0
grand slam	3.85	0
grape juice	4.93	0
gravel pit	4.75	0
green beans	4.9000000000000004	0
green belt	4.58	0
green card	4.45	0
green light	4.46	0
greenhouse effect	2.46	0
greenhouse gas	3	0
grizzly bear	4.8499999999999996	0
grocery bag	4.97	0
grocery list	4.7300000000000004	0
grocery store	5	0
ground floor	4.6399999999999997	0
ground forces	3.46	0
ground level	4.07	0
ground plan	3.42	0
grow up	2.14	0
growth factor	2.93	0
guardian angel	2.77	0
guide dog	4.68	0
guinea pig	4.93	0
gun barrel	4.82	0
gun carriage	4.4800000000000004	0
gun control	2.36	0
gun down	3.29	0
hair dryer	4.93	0
hair dye	4.7300000000000004	0
hair gel	4.87	0
hair spray	4.66	0
half brother	3.57	0
half dollar	4.8600000000000003	0
half moon	4.6100000000000003	0
hammer in	3.63	0
hammer out	3.56	0
hand down	2.81	0
hand grenade	4.9000000000000004	0
hand luggage	4.8499999999999996	0
hand mirror	4.8099999999999996	0
hand out	3.46	0
hand over	3.04	0
hand pump	4.2699999999999996	0
hand towel	4.7699999999999996	0
hands off	2.54	0
hands on	3.67	0
hang around	2.46	0
hang back	2.7	0
hang glider	4.82	0
hang on	2.85	0
hang out	2.59	0
hang up	3.15	0
happy hour	3.67	0
hard copy	4.34	0
hard core	2.0699999999999998	0
hard disk	4.96	0
hard drugs	4.4800000000000004	0
hard line	2.37	0
hard time	2.5499999999999998	0
hard up	1.62	0
hard-boiled egg	4.96	0
hardware store	4.6100000000000003	0
harvest time	3	0
hat trick	3.86	0
hatchet man	3.78	0
hate mail	4.2699999999999996	0
hay fever	3.71	0
hazard lights	4.93	0
head off	2.78	0
head start	2.69	0
head teacher	4.3	0
heads up	2.67	0
health care	3.29	0
health club	4.5999999999999996	0
health hazard	3.41	0
health insurance	3.62	0
health spa	4.83	0
hearing aid	4.93	0
hearing loss	3.25	0
heart attack	3.88	0
heart disease	3.56	0
heart rate	4.12	0
heat pump	4.62	0
heat wave	3.63	0
heating system	4.3499999999999996	0
heavy metal	3.7	0
hedge fund	3.32	0
hen house	4.3	0
high commissioner	3.96	0
high court	3.32	0
high five	4.53	0
high gear	3.5	0
high jump	4.55	0
high level	2.86	0
high life	2.5	0
high noon	3.52	0
high point	2.84	0
high school	4.5199999999999996	0
high season	2.48	0
high speed	3.52	0
high spirits	2.66	0
high street	3.73	0
high tech	2.78	0
high temperature	3.33	0
high tide	4.46	0
high time	1.54	0
high water	3.96	0
high wind	3.93	0
high wire	4.58	0
higher education	2.58	0
highway patrol	4.63	0
hip hop	3.33	0
hit list	3.23	0
hit man	3.85	0
hit parade	3.09	0
hockey player	4.43	0
hockey stick	4.8499999999999996	0
hold fast	2.85	0
hold tight	3.41	0
hold up	3.25	0
holy trinity	2.33	0
holy water	4.2300000000000004	0
holy week	2.9	0
home appliance	4.88	0
home builder	4.04	0
home buyer	4.3	0
