Word	Conc.M	SUBTLEX
infant	4.93	215
infanthood	3.07	0
infantile	2.52	38
infantilism	1.75	3
infantry	4	144
infantryman	4.3600000000000003	5
infarction	2.15	14
infatuate	1.77	0
infatuated	1.7	37
infatuation	2.2400000000000002	43
infeasibility	1.64	0
infeasible	2.15	0
infect	2.88	62
infected	3.24	422
infection	4.0999999999999996	446
infectious	2.2999999999999998	65
infectiously	2.19	0
infectiousness	2.0299999999999998	0
infective	2.13	0
infectiveness	1.59	0
infector	3.15	1
infer	2.15	29
inference	1.65	12
inferior	1.7	156
inferiority	1.93	40
inferiorly	1.74	1
infernal	1.96	60
inferno	3.72	47
infertile	2.46	14
infertility	2.93	20
infest	2.71	14
infestation	3.55	35
infidel	2.0299999999999998	55
infidelity	2.0699999999999998	67
infield	4	24
infielder	4.5	2
infiltrate	2.71	85
infiltration	2.23	40
infiltrator	3	1
infinite	1.59	178
infinitely	1.22	48
infiniteness	1.35	0
infinitesimally	1.8	6
infinitive	1.27	3
infinitively	1.23	0
infinity	1.36	4
infirm	2.67	15
infirmary	4.55	150
infirmness	2.04	0
inflame	3	13
inflamed	3.14	33
inflamer	2.75	0
inflaming	2.79	2
inflammability	2.93	0
inflammable	3.12	13
inflammably	2.38	0
inflammation	3.36	33
inflammatorily	2.25	0
inflammatory	2.6	32
inflatable	3.07	37
inflate	3.34	25
inflated	3.93	26
inflatedness	2.29	0
inflation	2.54	53
inflationary	2.29	2
inflationist	2.87	0
inflect	2.48	1
inflected	1.88	0
inflection	1.79	9
inflectionless	2.38	0
inflexibility	1.9	1
inflexible	3.41	8
inflexibleness	2.2999999999999998	0
inflexibly	2.12	0
inflict	2.75	69
infliction	2.12	14
inflictive	1.88	0
inflow	2.69	4
influence	2.11	754
influencer	2.63	0
influential	1.86	81
influentially	1.55	0
influenza	3.79	25
influx	3	13
info	2.39	189
infomercial	4.1500000000000004	31
inform	2.25	644
informal	2.2200000000000002	86
informality	1.91	7
informally	1.64	13
informant	3.27	213
information	2.87	4557
informational	2.04	14
informative	1.54	35
informatively	1.84	0
informed	1.71	633
informer	3.15	63
informingly	1.62	0
infraction	2.5	34
infrared	3.34	155
infrastructure	3.38	60
infrequency	2.1	0
infrequent	1.7	5
infrequently	1.93	3
infringe	1.93	7
infringement	2.25	9
infuriate	2.0699999999999998	4
infuriating	2.5499999999999998	25
infuriatingly	1.71	3
infuriation	1.92	0
infuse	2.92	9
infuser	3.38	56
infusibility	1.67	0
infusible	2.2000000000000002	0
infusion	2.96	18
ingenious	1.89	108
ingeniously	1.76	0
ingeniousness	1.91	0
ingenuity	1.68	47
ingenuous	1.3	11
ingenuously	1.68	1
ingenuousness	1.67	0
ingest	3.79	23
ingestible	2.85	0
ingestion	3.12	15
inglorious	1.52	5
ingloriously	1.48	0
ingrain	2.2799999999999998	1
ingrained	1.92	13
ingrate	2.38	38
ingratiating	1.65	7
ingratitude	1.56	14
ingredient	3.84	133
ingredients	4.16	109
ingrown	3.14	17
inhabit	3.21	33
inhabitability	2.21	0
inhabitable	2.58	1
inhabitancy	2.2599999999999998	0
inhabitant	3.32	8
inhabitation	2.92	0
inhabited	3.07	57
inhalant	3.47	0
inhalation	3.67	33
inhale	3.84	120
inhaler	4.71	60
inharmonic	1.96	0
inharmonious	2.25	1
inharmoniously	2.04	0
inharmoniousness	1.61	0
inherent	1.64	30
inherently	1.7	25
inherit	2.04	181
inheritability	1.84	1
inheritable	2.37	1
inheritance	3.1	162
inheritor	2.93	2
inhibit	2.1	17
inhibiter	2.82	0
inhibition	1.93	22
inhibitive	1.8	0
inhibitor	2.81	67
inhospitable	1.92	21
inhospitableness	2	0
inhospitably	1.74	0
inhospitality	1.67	0
inhouse	2.96	0
inhuman	2.14	91
inhumane	2.11	23
inhumanely	1.69	1
inhumanity	1.57	11
inhumanly	1.97	2
inhumanness	1.45	0
initial	3.03	325
initialization	2.31	0
initialize	2.59	2
initially	1.62	105
initials	4.13	235
initiate	2.71	170
initiation	2.17	68
initiative	2.0299999999999998	140
initiator	3	0
inject	4.28	123
injection	3.86	211
injector	3.46	16
injudiciously	1.85	1
injunction	2.41	66
injunctive	1.29	7
injure	3.48	51
injured	3.86	534
injurer	3	0
injuriously	1.64	0
injury	4	520
injustice	1.4	163
ink	4.5599999999999996	382
inkblot	4.8099999999999996	2
inkless	2.36	1
inkling	2.25	35
inkpad	4.79	0
inks	4.46	9
inkstand	4.24	0
inkwell	4.5199999999999996	13
inky	3.56	11
inland	4.0999999999999996	69
inlay	3.41	13
inlet	4.08	23
inline	3.52	0
inmate	4.1900000000000004	137
inmost	2.2799999999999998	5
inn	4.6399999999999997	428
innards	3.96	20
innate	1.73	39
innately	1.81	5
innateness	1.58	0
inner	2.86	507
innermost	1.93	37
inning	3.25	128
innings	3.41	49
innkeeper	4	22
innocence	1.89	336
innocent	1.54	2780
innocently	1.48	32
innocuous	2.08	24
innocuously	1.46	0
innocuousness	1.64	0
innovate	2.2999999999999998	4
innovating	2.11	1
innovation	1.97	34
innovational	1.7	0
innovationist	2.2200000000000002	0
innovative	2.17	52
innovator	2.52	10
innuendo	1.88	46
innumerability	2.04	0
innumerable	2.19	10
innumerably	1.85	0
innumerate	2.0699999999999998	0
innumerous	1.84	0
inobservance	1.85	0
inoculate	2.8	18
inoculation	3.32	17
inoffensive	2.21	12
inoffensively	1.58	0
inoffensiveness	1.54	0
inoperable	2.82	33
inoperative	2.4	15
inopportune	1.77	13
inopportunely	1.46	1
inopportunity	1.69	0
inordinate	1.79	15
inordinately	1.52	8
inorganic	2.4300000000000002	7
inorganically	2.35	0
inpatient	2.48	6
input	2.5	152
inquire	2.38	86
inquirer	2.85	1
inquiring	1.86	49
inquiringly	1.97	0
inquiry	2.7	178
inquisition	2.17	22
inquisitive	1.83	51
inquisitively	1.61	0
inquisitiveness	1.81	3
inquisitor	3.21	23
inroad	2.52	0
insane	1.77	1973
insanely	1.83	67
insaneness	1.37	0
insanity	2.34	391
insatiability	1.48	0
insatiable	1.81	50
insatiableness	1.69	0
insatiably	2.04	1
insatiate	1.59	0
inscribe	3.31	9
inscriber	4.03	0
inscription	4.1500000000000004	87
inscriptional	2.04	0
inscrutability	1.59	0
inscrutable	1.74	24
inscrutableness	1.3	0
inseam	4.6100000000000003	8
insect	4.8899999999999997	161
insecticide	4.4400000000000004	27
insectile	2.4	0
insecure	1.84	207
insecurely	1.64	0
insecurity	1.52	55
inseminate	2.68	4
insemination	3.63	32
insensibility	2	0
insensible	1.52	4
insensibly	1.46	0
insensitive	1.66	191
insensitively	1.71	2
insensitiveness	1.58	0
insensitivity	2.0699999999999998	14
insentient	1.56	1
inseparability	2.2400000000000002	0
inseparable	3.03	51
inseparableness	2.12	0
inseparably	2.0699999999999998	0
insert	2.57	141
inserted	3.46	59
inserter	3.09	0
insertion	2.56	32
inset	2.8	1
inside	3.67	10775
insider	3.07	36
insidious	1.72	45
insidiously	2	2
insidiousness	1.58	0
insight	1.72	143
insightful	1.77	50
insignia	4.2699999999999996	41
insignificance	1.73	3
insignificant	1.9	134
insignificantly	1.43	0
insincere	1.76	16
insincerely	1.66	0
insincerity	1.56	2
insinuate	1.77	33
insinuating	1.5	49
insinuation	1.63	15
insinuator	2.57	0
insipidness	1.64	0
insist	2.14	910
insistence	2.25	21
insistent	1.72	43
insistently	1.68	3
insole	4.1100000000000003	2
insolence	1.8	45
insolent	1.73	61
insolently	1.41	0
insolubility	2.29	0
insoluble	2.63	7
insolubly	2.23	0
insolvability	1.74	0
insolvable	1.79	0
insolvency	2	2
insolvent	2.15	3
insomnia	2.68	88
insomniac	3.1	16
inspect	3.31	130
inspection	3.12	300
inspector	4.62	1124
inspectorial	1.81	0
inspiration	2.1800000000000002	362
inspirational	1.56	62
inspirationally	1.89	1
inspire	1.74	198
inspired	1.55	390
inspirer	2.4	1
inspiring	1.55	139
inspiringly	1.5	0
instability	2	52
instable	2.48	2
install	3.19	138
installation	3.71	72
installer	3.72	0
installment	2.54	25
instance	1.97	856
instant	2.7	550
instantaneous	2.2799999999999998	31
instantaneously	1.75	13
instantaneousness	1.96	0
instantly	2.44	232
instead	1.48	4043
instep	3.3	16
instigate	1.79	10
instigation	1.67	5
instigator	2.83	11
instill	1.59	14
instinct	2	390
instinctive	1.56	21
instinctively	1.79	43
instinctual	1.56	10
institute	3.41	166
institution	3.33	396
institutional	2.34	17
institutionalism	1.59	0
institutionalization	2.35	1
institutionalize	2.41	0
institutionally	2	0
institutionary	2.2200000000000002	0
instruct	2.48	85
instructed	2.41	238
instruction	3.37	103
instructional	2.83	9
instructive	1.74	22
instructively	1.66	0
instructiveness	2.04	0
instructor	4.26	240
instructorship	2.68	0
instrument	4.2699999999999996	413
instrumental	2.89	78
instrumentalism	2.08	0
instrumentalist	4.04	0
instrumentality	2.0499999999999998	0
instrumentally	2.38	0
instrumentation	2.5299999999999998	10
insubordinate	2.17	19
insubordinately	1.65	0
insubordination	1.84	64
insubstantial	1.66	18
insubstantiality	1.46	0
insufferable	1.54	49
insufferableness	1.76	0
insufferably	2.0699999999999998	5
insufficiency	2	5
insufficient	1.75	54
insufficiently	2	2
insulate	2.96	14
insulated	4.22	18
insulating	2.83	2
insulation	4.33	51
insulator	3.93	2
insulin	4.37	107
insult	2.79	639
insulter	3.03	3
insulting	2.29	274
insultingly	2.0299999999999998	0
insupportable	1.88	3
insuppressible	1.65	0
insuppressibly	1.5	0
insurability	2.2999999999999998	0
insurable	2	1
insurance	2.86	1955
insure	2.41	54
insured	2.15	126
insurer	3.11	0
insurgence	2.2000000000000002	1
insurgency	2.44	8
insurgent	3.42	12
insurmountable	1.72	14
insurrectional	2.08	1
insurrectionary	1.36	0
insurrectionist	2.85	0
insusceptibility	1.76	0
insusceptible	2.1	0
intact	2.64	324
intactness	1.92	0
intake	3.34	66
intangibility	1.44	9
intangible	1.3	27
intangibleness	1.78	0
intangibly	1.54	0
integer	3.48	7
integral	2.0299999999999998	37
integrally	1.71	0
integrate	2.08	40
integration	1.89	33
integrative	1.72	0
integrator	2.69	2
integrity	1.44	367
intellect	2.36	109
intellective	1.77	0
intellectual	1.81	234
intellectualism	1.33	2
intellectualist	2.2200000000000002	0
intellectualistic	1.73	0
intellectuality	1.89	1
intellectualization	2	1
intellectualize	1.57	2
intellectually	2.0699999999999998	40
intelligence	2.2400000000000002	983
intelligent	2.46	689
intelligently	1.79	23
intelligibility	1.68	0
intelligible	2.21	3
intelligibly	1.92	0
intend	1.71	1183
intended	1.85	601
intending	1.79	29
intense	2.41	520
intensely	2	71
intenseness	1.68	0
intensification	1.82	0
intensifier	2.31	3
intensify	2.25	12
intensity	2.14	127
intensive	2.33	112
intensively	1.73	3
intensiveness	2.14	0
intent	1.52	286
intention	1.7	559
intentional	2.1	75
intentionality	2.0299999999999998	6
intentionally	2.11	108
intentioned	1.43	2
intently	2.19	10
intentness	2.0299999999999998	0
inter	2.2200000000000002	18
interact	2.88	73
interaction	2.74	60
interactional	2.17	0
interactive	2.5	28
interactivity	2.23	0
interblend	1.92	0
interbreed	2.19	0
intercede	2.0699999999999998	25
interceder	3.24	0
intercept	3.18	215
intercepting	2.68	21
interception	2.7	29
interceptive	1.96	0
interceptor	3.59	12
interchange	2.89	15
interchangeability	2.1	1
interchangeable	2.0299999999999998	20
interchangeableness	2.5	0
interchangeably	2.2799999999999998	0
intercollegiate	2.96	4
intercom	4.67	107
intercommunicate	2.38	0
intercommunication	2.38	0
intercommunicative	1.8	0
intercompany	2.19	0
interconnect	2.81	1
interconnectedness	1.78	4
interconnecting	2.86	2
interconnection	2.14	1
intercontinental	3.21	6
intercorrelation	1.72	0
intercourse	3.93	193
intercultural	1.69	0
interdenominational	2.04	0
interdepartmental	1.76	2
interdependence	2.19	0
interdependency	1.88	0
interdependent	1.96	1
interdependently	1.59	0
interdisciplinary	1.93	1
interest	1.8	2598
interested	2.19	4374
interestedly	1.83	0
interestedness	1.76	0
interesting	1.6	4421
interestingly	1.5	26
interface	2.81	77
interfaith	1.92	6
interfere	2.59	486
interference	2.93	237
interferer	2.4	0
interfering	2.15	156
interferingly	1.7	0
interfuse	1.87	0
interfusion	2.5499999999999998	0
intergalactic	2.86	39
intergeneration	1.96	0
intergovernmental	2.27	0
intergrowth	2.15	0
interim	2.5	35
interior	3.59	267
interject	2	23
interjection	2.4700000000000002	3
interjectionally	1.71	0
interjector	3.13	0
interjectory	1.74	0
interlace	3.44	2
interlaced	3.08	8
interlaid	2.87	0
interlining	3.41	0
interlink	3	0
interlock	3.2	18
interlocking	3.18	11
interlope	2.46	0
interloper	2.48	10
interlude	2.04	22
intermarriage	2.25	0
intermarry	2.4300000000000002	1
intermediacy	1.93	0
intermediary	2.0699999999999998	17
intermediate	1.93	23
intermediately	1.65	1
intermediateness	1.74	0
intermediation	2.31	0
intermediator	2.5	1
intermesh	2.08	0
intermingle	2.56	5
intermission	2.85	69
intermittence	2.1	0
intermittency	2.04	0
intermittent	2.61	28
intermittently	2.11	10
intermitting	2	0
intermix	2.42	8
intern	3.86	232
internal	2.41	502
internalization	1.89	0
internalize	1.88	4
internally	2.86	65
internals	2.44	5
international	2.82	725
internationalism	2.04	0
internationalist	2.76	2
internationality	2.2799999999999998	0
internationalization	1.67	0
internationalize	1.8	0
internationally	2.23	30
internet	3.64	334
internist	3.42	14
internment	2.81	18
internship	3	152
interoffice	2.78	23
interpersonal	2.36	14
interplanetary	2.66	14
interplay	2	4
interpolation	1.36	2
interposing	1.85	0
interpret	2.34	125
interpretable	2.2000000000000002	0
interpretation	1.4	130
interpretative	1.84	1
interpretatively	1.69	0
interpreter	3.67	91
interpretive	1.7	21
interpretively	1.21	0
interracial	2.93	13
interregional	2.5	0
interrelate	1.76	0
interrelated	1.57	4
interrelatedness	1.69	0
interrelation	2.0699999999999998	0
interrelationship	2.29	2
interreligious	1.43	0
interrogate	2.48	98
interrogatingly	1.62	0
interrogation	3.33	289
interrogational	2.46	0
interrogative	1.92	2
interrogatively	1.92	0
interrogator	4	17
interrogatory	1.83	3
interrupt	3	955
interrupted	2.93	267
interrupter	3.58	3
interruptible	2	0
interrupting	3	391
interruption	2.75	96
interruptive	2	1
interscholastic	2.04	2
intersect	3.62	16
intersection	4.1399999999999997	116
intersexuality	1.97	0
interspatial	1.83	0
interspecies	2.42	3
intersperse	2.23	1
interstate	3.93	110
interstellar	2.63	33
intertwine	3.17	8
intertwining	3.27	1
interval	2.57	45
intervene	2.57	72
intervener	3.41	0
intervention	2.85	186
interventional	1.71	0
interventionism	2.19	0
interventionist	2.29	3
interview	3.36	1505
interviewee	3.89	4
interviewer	4.47	22
interweave	2.34	1
interweaving	3.07	0
interwove	2.96	0
interwoven	3.45	6
intestinal	3.82	32
intestinally	3.08	0
intestine	4.55	52
intestines	4.74	87
intimacy	1.96	167
intimate	2.0699999999999998	355
intimately	1.53	71
intimateness	2	0
intimation	1.69	0
intimidate	1.75	87
intimidating	2.21	70
intimidation	2.11	28
intimidator	2.76	1
into	2.2999999999999998	43074
intolerability	1.61	0
intolerable	1.93	69
intolerableness	1.85	0
intolerably	1.59	2
intolerance	2	34
intolerant	2.14	44
intolerantly	2	0
intonation	2.46	10
intoxicant	3.31	0
intoxicate	3	2
intoxicated	3.56	52
intoxicating	2.5	49
intoxicatingly	2.15	0
intoxication	3	19
intoxicative	2.12	0
intoxicator	3.23	0
intracellular	2.2999999999999998	0
intracranial	2.85	23
intractability	1.4	0
intradepartmental	2.38	0
intramural	2.13	4
intramuscularly	2.27	0
intranet	3.38	4
intrapulmonary	2.81	0
intrastate	2.56	2
intravascular	3.34	2
intravenous	3.19	32
intravenously	3.17	12
intrepid	1.93	31
intrepidness	1.6	0
intricacy	2	4
intricate	2.36	53
intricately	2.3199999999999998	1
intricateness	2.08	0
intrigue	2	77
intrigued	1.85	90
intriguer	2.54	0
intriguing	1.59	130
intriguingly	1.38	2
intrinsic	1.69	10
intrinsically	1.74	4
intro	2.97	102
introduce	2.62	1771
introducer	3.41	3
introducible	1.81	0
introduction	3	218
introductive	1.86	0
introductory	2.4300000000000002	17
introspect	1.92	1
introspection	1.35	9
introspective	1.52	15
introspectively	1.76	1
introspectiveness	1.5	0
introversion	2.04	0
introvert	2.25	3
introverted	2.0299999999999998	8
intrude	2.81	129
intruder	4.1399999999999997	186
intruding	2.52	94
intrusion	2.25	127
intrusive	1.42	31
intrusively	1.93	0
intrusiveness	1.86	0
intuition	1.67	175
intuitional	1.64	0
intuitionally	2.04	0
intuitionism	1.91	0
intuitive	1.23	54
intuitively	1.21	5
intuitiveness	1.79	0
inundate	2.36	0
invade	3.28	156
invader	4.1100000000000003	28
invalid	2.48	88
invalidate	1.59	18
invalidation	1.83	1
invalidator	2.04	0
invalidity	1.7	0
invalidly	1.88	0
invaluable	2.1800000000000002	66
invaluableness	1.64	0
invaluably	1.63	1
invariability	1.93	0
invariableness	1.73	0
invariably	1.92	44
invariance	1.62	2
invariantly	1.56	0
invasion	3.65	434
invasive	2.1	59
invent	2.66	235
invention	3.48	310
inventive	1.96	46
inventively	1.8	1
inventiveness	2	6
inventor	3.82	117
inventory	3.74	238
inverse	2.27	14
inversed	2.19	0
inversely	1.97	2
inversion	2.2200000000000002	13
invert	3.41	6
invertebrate	4	1
inverted	3.25	40
inverter	3.56	2
invest	2.4700000000000002	241
investable	1.88	0
investigable	2.12	0
investigate	2.27	483
investigating	3	466
investigation	2.52	1491
investigational	1.97	0
investigative	2.0299999999999998	82
investigator	4.37	311
investigatory	1.68	0
investment	3.59	497
investor	4.3	65
invigorate	1.96	3
invigorated	2.61	7
invigorating	1.88	15
invigoration	1.89	0
invigorative	1.67	0
invigorator	2.33	0
invincibility	1.93	5
invincible	1.86	154
invincibleness	2.41	0
invincibly	1.5	1
invisibility	2.27	34
invisible	2.83	630
invisibleness	2.31	0
invisibly	2.27	5
invitation	3.65	759
invitational	2.93	5
invite	3	1509
invitee	3.6	2
inviter	3.15	1
inviting	1.97	367
invitingly	1.56	1
invitingness	1.91	0
invocative	1.57	0
invoice	4.37	53
invoke	1.64	51
invoker	2.7	0
involuntarily	1.92	17
involuntary	1.7	52
involve	2.4300000000000002	330
involved	2.0299999999999998	3465
involvedness	1.73	0
involvement	1.46	249
invulnerable	2.1800000000000002	36
invulnerableness	1.54	0
invulnerably	1.59	0
inward	2.4300000000000002	40
inwardly	1.88	8
inwardness	1.31	0
inwards	2.4300000000000002	6
iodine	4.41	64
iodization	2.9	0
iodize	2.76	0
ion	3	20
ionic	2.14	8
ionization	2.52	12
ionize	2.52	0
ionizer	3.23	0
ionosphere	3.42	10
ipad	4.96	0
iphone	4.93	0
ipod	4.8600000000000003	0
irate	2.36	31
irately	1.92	1
iridescence	3.74	0
iridescent	3.24	3
iridescently	2.65	0
iris	4.54	270
irk	2.54	5
irksome	1.83	9
iron	4.59	915
ironbound	3	1
ironclad	2.59	26
ironfisted	2.21	0
ironhanded	2.2599999999999998	0
ironic	1.57	312
ironical	1.68	6
ironically	1.4	85
ironing	4.0999999999999996	75
ironingboard	4.83	0
ironman	3.96	1
ironsmith	4.43	0
ironware	4.5	0
ironwork	4.45	3
ironworker	4.75	0
ironworking	3.61	0
ironworks	4.17	8
irony	1.59	233
irradiated	2.46	8
irradiation	2.88	1
irradiative	2.17	0
irrational	1.79	149
irrationalism	1.67	0
irrationality	2.0299999999999998	1
irrationalize	1.56	0
irrationally	2.12	9
irreclaimable	1.96	0
irrecognizable	1.81	0
irreconcilability	1.58	0
irreconcilable	1.64	6
irreconcilably	1.83	0
irrecoverable	1.96	1
irrecoverably	1.64	0
irredeemable	1.96	3
irredeemably	1.65	2
irrefutability	1.64	0
irrefutable	1.89	13
irrefutably	1.58	1
irregular	2.4300000000000002	129
irregularity	1.86	20
irregularly	1.77	0
irrelative	1.81	0
irrelatively	1.36	0
irrelevance	1.76	0
irrelevancy	1.89	3
irrelevant	1.5	262
irrelevantly	1.7	0
irremediable	1.8	0
irremovably	1.62	0
irrepairable	2.54	0
irreparable	2.2200000000000002	34
irreparably	1.9	6
irreplaceable	1.67	43
irreplaceably	1.54	0
irrepressible	1.81	10
irrepressibleness	1.52	0
irreproachability	1.7	0
irreproachable	1.68	2
irreproachably	1.33	0
irreproducible	1.69	0
irresistibility	1.86	1
irresistible	2	165
irresistibleness	1.58	0
irresistibly	1.73	5
irresolutely	1.22	0
irresolvable	2.08	0
irrespectively	1.3	0
irresponsibility	1.97	8
irresponsible	2.04	237
irresponsibly	2.31	10
irresponsive	2.19	0
irresponsiveness	2.04	0
irretrievability	1.88	0
irretrievable	1.81	3
irretrievableness	1.83	0
irretrievably	1.63	6
irreverence	2.21	9
irreverent	1.77	7
irreverently	1.36	0
irreversibility	1.88	0
irreversible	2.14	41
irreversibleness	1.52	0
irreversibly	2.39	4
irrevocability	1.88	1
irrevocable	1.97	19
irrevocableness	1.83	0
irrevocably	1.37	17
irrigate	3.53	31
irrigation	4	43
irrigator	4.3099999999999996	0
irritability	2.21	11
irritable	2.15	74
irritableness	2.12	0
irritably	2.5299999999999998	0
irritant	3.67	6
irritate	2.4300000000000002	48
irritating	2.1	111
irritatingly	1.8	1
irritation	2.57	32
irritator	2.96	0
is	1.59	459663
islam	2.9	7
islamic	2.85	6
islamist	3.46	0
island	4.96	2018
islander	4.1900000000000004	2
isle	3.89	62
isolate	2.67	147
isolated	2.74	310
isolating	2.72	21
isolation	2.54	158
isolationism	1.7	3
isolationist	2.86	7
isolator	2.88	0
isometric	2.27	4
isometrics	2.57	7
isotope	3.5	25
isotopic	2.04	3
isotropic	2.46	0
issuable	2.11	0
issuance	1.79	3
issue	2.37	1741
issueless	2	0
issuer	2.93	0
issuing	1.9	46
it	2.81	963712
italic	3.79	3
italicize	2.81	0
italics	4.26	5
itch	3.15	213
itchiness	3.36	1
itching	3.86	115
itchy	3.21	116
item	4.41	628
itemization	2.73	0
itemize	2.77	5
itemized	3.08	12
itemizer	3.11	0
iterate	2.23	1
iteration	2.89	3
itinerary	3.93	85
its	1.9	8757
itself	2.0699999999999998	2029
itunes	4.54	0
ivory	4.76	71
ivy	4.5	172
jab	4.1100000000000003	171
jabbed	3.67	8
jabber	2.67	25
